Magnetic Anomaly (2018)
---------------------------------
Column1: Longitude (degree)
Column2: Latitude (degree)
Column3: Magnetic Anomaly (nT)
---------------------------------
Longit. Latit.  MagAno
129.500 35.925   -17.3
129.525 35.925    -5.3
126.225 35.950    49.6
126.250 35.950    57.3
126.275 35.950   -63.0
126.300 35.950  -137.8
126.325 35.950   -17.2
126.350 35.950   -21.9
126.375 35.950   -71.3
126.400 35.950  -203.8
126.425 35.950  -276.2
126.450 35.950  -216.0
126.475 35.950  -194.1
126.500 35.950  -126.0
126.525 35.950  -123.9
126.550 35.950   -90.1
126.575 35.950   -53.5
126.600 35.950  -101.9
126.625 35.950   -82.2
126.650 35.950  -164.5
126.675 35.950  -181.1
126.700 35.950  -177.0
126.725 35.950  -124.6
126.750 35.950  -128.9
126.775 35.950  -129.1
126.800 35.950  -103.9
126.825 35.950  -114.6
126.850 35.950   -80.0
126.875 35.950   -53.7
126.900 35.950   -24.3
126.925 35.950   -37.9
126.950 35.950   -77.0
126.975 35.950   -90.8
127.000 35.950  -181.6
127.025 35.950   -74.3
127.050 35.950    -3.4
127.075 35.950    66.8
127.100 35.950    46.1
127.125 35.950   -40.5
127.150 35.950   -91.9
127.175 35.950   -94.3
127.200 35.950   -87.8
127.225 35.950   -82.8
127.250 35.950   364.9
127.275 35.950   -43.3
127.300 35.950   -40.8
127.325 35.950   -34.5
127.350 35.950   -33.9
127.375 35.950   -73.8
127.400 35.950    41.6
127.425 35.950   -86.4
127.450 35.950   -66.5
127.475 35.950   -72.0
127.500 35.950   -63.4
127.525 35.950  -102.5
127.550 35.950  -106.1
127.575 35.950   -61.1
127.600 35.950   -65.4
127.625 35.950   -68.2
127.650 35.950   -25.0
127.675 35.950   -19.2
127.700 35.950   -21.7
127.725 35.950   313.0
127.750 35.950   -32.0
127.775 35.950  -110.7
127.800 35.950   -89.4
127.825 35.950  -228.9
127.850 35.950  -395.7
127.875 35.950  -551.5
127.900 35.950  -334.4
127.925 35.950  -220.9
127.950 35.950  -154.8
127.975 35.950  -131.5
128.000 35.950   -98.5
128.025 35.950   -36.3
128.050 35.950    66.3
128.075 35.950    72.5
128.100 35.950     5.9
128.125 35.950   -56.6
128.150 35.950   -85.6
128.175 35.950  -111.4
128.200 35.950   -79.1
128.225 35.950   -83.3
128.250 35.950   -25.0
128.275 35.950   -87.4
128.300 35.950   -69.3
128.325 35.950    35.2
128.350 35.950   -55.6
128.375 35.950  -105.0
128.400 35.950  -101.7
128.425 35.950   -54.7
128.450 35.950   -39.2
128.475 35.950    -8.8
128.500 35.950    28.8
128.525 35.950   170.6
128.550 35.950   146.6
128.575 35.950   112.5
128.600 35.950    87.8
128.625 35.950    66.3
128.650 35.950   162.6
128.675 35.950   123.4
128.700 35.950   136.3
128.725 35.950    65.6
128.750 35.950    77.7
128.775 35.950   -21.7
128.800 35.950  -175.4
128.825 35.950  -112.1
128.850 35.950  -101.0
128.875 35.950  -104.1
128.900 35.950   -27.7
128.925 35.950   -81.8
128.950 35.950   -82.9
128.975 35.950   -93.5
129.000 35.950  -133.0
129.025 35.950  -130.3
129.050 35.950  -133.1
129.075 35.950  -133.5
129.100 35.950  -114.7
129.125 35.950  -146.0
129.150 35.950  -203.2
129.175 35.950  -164.9
129.200 35.950  -133.5
129.225 35.950  -141.6
129.250 35.950  -144.6
129.275 35.950  -204.0
129.300 35.950  -137.2
129.325 35.950   -99.2
129.350 35.950  -133.7
129.375 35.950  -185.3
129.400 35.950  -175.0
129.425 35.950  -177.2
129.450 35.950  -151.2
129.475 35.950  -124.9
129.500 35.950  -153.0
129.525 35.950  -193.2
129.550 35.950    -6.8
126.225 35.975    25.2
126.250 35.975   -64.8
126.275 35.975   -88.3
126.300 35.975  -117.1
126.325 35.975  -143.4
126.350 35.975  -158.4
126.375 35.975  -161.3
126.400 35.975  -185.4
126.425 35.975  -116.3
126.450 35.975  -139.7
126.475 35.975   -90.2
126.500 35.975    60.2
126.525 35.975    27.3
126.550 35.975  -106.4
126.575 35.975  -184.6
126.600 35.975   -60.4
126.625 35.975  -176.6
126.650 35.975  -241.7
126.675 35.975  -222.2
126.700 35.975  -189.6
126.725 35.975  -199.6
126.750 35.975   -96.7
126.775 35.975  -100.6
126.800 35.975   -82.1
126.825 35.975   -63.4
126.850 35.975   -67.6
126.875 35.975   -77.3
126.900 35.975    -5.7
126.925 35.975     1.1
126.950 35.975   -24.1
126.975 35.975   -62.2
127.000 35.975   -73.0
127.025 35.975  -112.1
127.050 35.975   -63.0
127.075 35.975    -2.7
127.100 35.975    12.3
127.125 35.975   -85.6
127.150 35.975   -21.6
127.175 35.975   -78.2
127.200 35.975   -94.4
127.225 35.975   -88.8
127.250 35.975  -105.2
127.275 35.975   -38.7
127.300 35.975   -66.8
127.325 35.975   -21.7
127.350 35.975   -27.8
127.375 35.975   -25.9
127.400 35.975   -36.1
127.425 35.975   -65.6
127.450 35.975   -35.3
127.475 35.975   -48.1
127.500 35.975   -64.0
127.525 35.975   -93.9
127.550 35.975   -55.6
127.575 35.975  -101.5
127.600 35.975  -106.1
127.625 35.975  -105.8
127.650 35.975  -105.1
127.675 35.975   135.6
127.700 35.975    14.7
127.725 35.975  -121.1
127.750 35.975   195.3
127.775 35.975   -18.8
127.800 35.975   -83.0
127.825 35.975   -75.3
127.850 35.975  -105.6
127.875 35.975   -47.0
127.900 35.975  -105.8
127.925 35.975  -119.0
127.950 35.975  -104.6
127.975 35.975  -116.1
128.000 35.975   -83.9
128.025 35.975   -21.6
128.050 35.975    18.8
128.075 35.975    28.7
128.100 35.975   -14.7
128.125 35.975    29.5
128.150 35.975   -63.7
128.175 35.975   -96.1
128.200 35.975  -136.0
128.225 35.975    37.8
128.250 35.975  -112.8
128.275 35.975  -110.3
128.300 35.975   -69.2
128.325 35.975   -51.9
128.350 35.975   -45.3
128.375 35.975   -17.9
128.400 35.975   -27.5
128.425 35.975    29.5
128.450 35.975    68.5
128.475 35.975   105.1
128.500 35.975   278.9
128.525 35.975   387.2
128.550 35.975   208.9
128.575 35.975   175.1
128.600 35.975   246.8
128.625 35.975   295.0
128.650 35.975   286.9
128.675 35.975   193.2
128.700 35.975   120.6
128.725 35.975   200.4
128.750 35.975   -34.6
128.775 35.975    69.1
128.800 35.975  -115.1
128.825 35.975  -107.4
128.850 35.975   -94.7
128.875 35.975   -62.6
128.900 35.975   -95.6
128.925 35.975  -110.6
128.950 35.975  -101.2
128.975 35.975   -73.1
129.000 35.975   -82.2
129.025 35.975  -108.3
129.050 35.975   -92.7
129.075 35.975   -90.7
129.100 35.975   165.9
129.125 35.975    40.2
129.150 35.975  -118.7
129.175 35.975  -146.5
129.200 35.975  -156.8
129.225 35.975  -142.0
129.250 35.975  -138.9
129.275 35.975  -125.4
129.300 35.975  -125.8
129.325 35.975  -171.2
129.350 35.975  -195.4
129.375 35.975  -183.4
129.400 35.975  -112.1
129.425 35.975  -323.0
129.450 35.975  -346.6
129.475 35.975  -301.6
129.500 35.975  -208.0
129.525 35.975  -139.1
129.550 35.975    98.1
129.575 35.975   207.6
125.975 36.000  -115.9
126.000 36.000   -29.0
126.025 36.000   -16.2
126.050 36.000   -22.2
126.075 36.000  -126.0
126.100 36.000  -146.1
126.125 36.000  -158.2
126.150 36.000  -177.9
126.175 36.000  -243.1
126.200 36.000  -241.8
126.225 36.000  -224.4
126.250 36.000  -160.1
126.275 36.000  -100.8
126.300 36.000   -56.6
126.325 36.000   -25.8
126.350 36.000  -131.4
126.375 36.000  -130.5
126.400 36.000  -119.6
126.425 36.000   -50.9
126.450 36.000  -259.3
126.475 36.000  -342.4
126.500 36.000  -160.4
126.525 36.000  -227.7
126.550 36.000  -299.6
126.575 36.000  -172.6
126.600 36.000  -309.8
126.625 36.000  -168.5
126.650 36.000  -207.5
126.675 36.000  -116.4
126.700 36.000   -90.5
126.725 36.000   -94.9
126.750 36.000  -106.4
126.775 36.000  -116.6
126.800 36.000  -115.6
126.825 36.000  -103.6
126.850 36.000  -104.5
126.875 36.000   -91.0
126.900 36.000    -9.2
126.925 36.000    28.4
126.950 36.000    38.0
126.975 36.000    -7.2
127.000 36.000   -31.0
127.025 36.000   -49.9
127.050 36.000  -118.8
127.075 36.000  -184.0
127.100 36.000  -147.8
127.125 36.000  -117.2
127.150 36.000   -95.3
127.175 36.000   -68.7
127.200 36.000   -64.9
127.225 36.000   -31.7
127.250 36.000    54.0
127.275 36.000   -64.3
127.300 36.000   -71.8
127.325 36.000   -26.3
127.350 36.000   -88.9
127.375 36.000   -62.3
127.400 36.000   -74.5
127.425 36.000   -77.6
127.450 36.000   -76.0
127.475 36.000   -96.7
127.500 36.000   -68.3
127.525 36.000   -64.4
127.550 36.000   -67.9
127.575 36.000   -76.6
127.600 36.000   -69.2
127.625 36.000   -72.7
127.650 36.000  -119.8
127.675 36.000  -231.3
127.700 36.000   -36.1
127.725 36.000    62.9
127.750 36.000   -27.9
127.775 36.000   -54.1
127.800 36.000   -47.3
127.825 36.000   -66.7
127.850 36.000   -90.9
127.875 36.000   -35.0
127.900 36.000  -135.3
127.925 36.000  -114.3
127.950 36.000   -96.7
127.975 36.000   -77.2
128.000 36.000   -18.7
128.025 36.000    14.1
128.050 36.000    36.6
128.075 36.000    45.1
128.100 36.000    42.1
128.125 36.000    66.8
128.150 36.000    -6.5
128.175 36.000   -51.8
128.200 36.000   -83.1
128.225 36.000  -158.9
128.250 36.000  -119.7
128.275 36.000   -40.3
128.300 36.000   -19.7
128.325 36.000     2.2
128.350 36.000    24.0
128.375 36.000    -7.1
128.400 36.000   -89.3
128.425 36.000   -33.3
128.450 36.000    69.6
128.475 36.000   119.6
128.500 36.000     0.0
128.525 36.000   282.0
128.550 36.000   -26.3
128.575 36.000   267.2
128.600 36.000   565.0
128.625 36.000    94.2
128.650 36.000    85.8
128.675 36.000    14.0
128.700 36.000   537.6
128.725 36.000    58.3
128.750 36.000    27.9
128.775 36.000   -96.7
128.800 36.000  -123.2
128.825 36.000   -49.8
128.850 36.000   -19.1
128.875 36.000   -27.0
128.900 36.000   -37.9
128.925 36.000   -46.2
128.950 36.000   -24.7
128.975 36.000   -16.7
129.000 36.000   -53.8
129.025 36.000   -70.9
129.050 36.000   -89.0
129.075 36.000   -86.2
129.100 36.000   303.2
129.125 36.000    73.4
129.150 36.000    77.7
129.175 36.000   -23.3
129.200 36.000   -82.4
129.225 36.000  -110.4
129.250 36.000   -86.9
129.275 36.000   -82.0
129.300 36.000  -128.3
129.325 36.000  -129.0
129.350 36.000  -176.6
129.375 36.000  -243.3
129.400 36.000  -247.8
129.425 36.000  -355.1
129.450 36.000  -353.2
129.475 36.000  -275.2
129.500 36.000  -154.2
129.525 36.000   -51.1
129.550 36.000  -159.7
129.575 36.000    93.7
125.975 36.025   -85.8
126.000 36.025     1.8
126.025 36.025    45.8
126.050 36.025   -73.7
126.075 36.025   -85.0
126.100 36.025   -90.7
126.125 36.025  -105.1
126.150 36.025  -118.0
126.175 36.025  -164.1
126.200 36.025  -163.3
126.225 36.025  -204.0
126.250 36.025  -115.5
126.275 36.025    51.1
126.300 36.025   379.3
126.325 36.025    61.8
126.350 36.025   -69.6
126.375 36.025  -100.1
126.400 36.025  -201.9
126.425 36.025  -166.0
126.450 36.025  -140.4
126.475 36.025  -141.6
126.500 36.025  -155.1
126.525 36.025  -192.7
126.550 36.025  -156.8
126.575 36.025  -133.4
126.600 36.025  -119.2
126.625 36.025  -106.5
126.650 36.025  -120.4
126.675 36.025  -116.1
126.700 36.025  -142.4
126.725 36.025  -150.6
126.750 36.025  -151.9
126.775 36.025  -137.0
126.800 36.025  -125.6
126.825 36.025   -79.0
126.850 36.025  -100.3
126.875 36.025  -113.2
126.900 36.025   -60.5
126.925 36.025    36.6
126.950 36.025    50.0
126.975 36.025    40.4
127.000 36.025    22.8
127.025 36.025    34.2
127.050 36.025    21.5
127.075 36.025   -69.3
127.100 36.025   -95.4
127.125 36.025   -93.6
127.150 36.025   -89.6
127.175 36.025   -82.4
127.200 36.025   -61.5
127.225 36.025   -32.2
127.250 36.025  -116.3
127.275 36.025   -77.0
127.300 36.025   -69.9
127.325 36.025     1.5
127.350 36.025   -28.5
127.375 36.025   -45.5
127.400 36.025   -68.5
127.425 36.025   -68.0
127.450 36.025   -76.8
127.475 36.025   -97.0
127.500 36.025   -73.5
127.525 36.025   -58.1
127.550 36.025   -54.4
127.575 36.025   -46.6
127.600 36.025   -46.9
127.625 36.025   -76.0
127.650 36.025  -114.0
127.675 36.025  -131.2
127.700 36.025  -184.2
127.725 36.025  -170.8
127.750 36.025  -205.2
127.775 36.025    19.3
127.800 36.025  -119.7
127.825 36.025  -129.4
127.850 36.025   -22.0
127.875 36.025   -96.2
127.900 36.025   -83.0
127.925 36.025   -86.8
127.950 36.025   -87.2
127.975 36.025   -93.0
128.000 36.025  -105.1
128.025 36.025   -13.5
128.050 36.025    21.6
128.075 36.025    79.9
128.100 36.025    45.2
128.125 36.025    16.3
128.150 36.025    23.9
128.175 36.025    26.5
128.200 36.025   -11.3
128.225 36.025   -40.2
128.250 36.025    -2.7
128.275 36.025    54.9
128.300 36.025    93.1
128.325 36.025   -12.6
128.350 36.025  -103.9
128.375 36.025     8.3
128.400 36.025    16.7
128.425 36.025    22.9
128.450 36.025    60.0
128.475 36.025    97.1
128.500 36.025   159.1
128.525 36.025    45.6
128.550 36.025     3.7
128.575 36.025   280.0
128.600 36.025   385.5
128.625 36.025   157.6
128.650 36.025    21.7
128.675 36.025    -3.5
128.700 36.025  -134.6
128.725 36.025  -222.7
128.750 36.025   -72.9
128.775 36.025  -154.4
128.800 36.025   -11.7
128.825 36.025    -1.6
128.850 36.025    16.9
128.875 36.025    14.1
128.900 36.025    -1.4
128.925 36.025    -6.4
128.950 36.025    25.0
128.975 36.025    22.5
129.000 36.025   -17.9
129.025 36.025   -43.6
129.050 36.025   -69.9
129.075 36.025   -91.4
129.100 36.025  -111.5
129.125 36.025   -99.2
129.150 36.025    39.6
129.175 36.025   176.2
129.200 36.025   138.8
129.225 36.025   -59.6
129.250 36.025  -102.6
129.275 36.025   -89.5
129.300 36.025   -16.9
129.325 36.025  -149.0
129.350 36.025  -194.0
129.375 36.025  -170.3
129.400 36.025  -269.0
129.500 36.025  -121.6
129.525 36.025    63.4
129.550 36.025   337.0
129.575 36.025   409.5
125.975 36.050   -22.3
126.000 36.050    54.4
126.025 36.050   -10.5
126.050 36.050   -56.4
126.075 36.050   -72.0
126.100 36.050   -80.5
126.125 36.050   -89.9
126.150 36.050  -102.8
126.175 36.050  -101.2
126.200 36.050  -103.0
126.225 36.050   -74.0
126.250 36.050     1.3
126.275 36.050    48.8
126.300 36.050   -76.6
126.325 36.050    89.1
126.350 36.050   -57.4
126.375 36.050   -81.9
126.400 36.050   -66.1
126.425 36.050   -56.6
126.450 36.050   -46.1
126.475 36.050   -87.6
126.500 36.050   -90.7
126.525 36.050   -98.5
126.550 36.050  -113.0
126.575 36.050  -105.8
126.600 36.050  -120.8
126.625 36.050  -141.5
126.650 36.050  -143.1
126.675 36.050  -135.9
126.700 36.050  -131.1
126.725 36.050  -122.5
126.750 36.050  -111.9
126.775 36.050  -107.9
126.800 36.050  -102.3
126.825 36.050   -98.4
126.850 36.050   -93.5
126.875 36.050  -106.1
126.900 36.050  -129.5
126.925 36.050   -33.6
126.950 36.050    54.7
126.975 36.050    76.7
127.000 36.050    39.8
127.025 36.050    30.4
127.050 36.050    21.0
127.075 36.050   -32.3
127.100 36.050   -78.2
127.125 36.050   -89.4
127.150 36.050   -63.9
127.175 36.050   -45.5
127.200 36.050   -24.4
127.225 36.050   -66.1
127.250 36.050   -59.7
127.275 36.050   -47.9
127.300 36.050   -55.5
127.325 36.050   -59.6
127.350 36.050   -86.6
127.375 36.050   -69.5
127.400 36.050   -51.1
127.425 36.050   -63.8
127.450 36.050   -73.1
127.475 36.050   -93.1
127.500 36.050   -67.8
127.525 36.050   -50.1
127.550 36.050   -49.4
127.575 36.050   -52.4
127.600 36.050   -46.9
127.625 36.050   -51.7
127.650 36.050   -97.3
127.675 36.050  -102.4
127.700 36.050  -115.1
127.725 36.050  -142.0
127.750 36.050  -122.5
127.775 36.050   -67.7
127.800 36.050   -97.6
127.825 36.050   -84.7
127.850 36.050   -64.7
127.875 36.050   -92.8
127.900 36.050   -87.6
127.925 36.050   -72.8
127.950 36.050   -53.2
127.975 36.050   -82.3
128.000 36.050   -65.8
128.025 36.050   -45.7
128.050 36.050   -25.6
128.075 36.050    77.3
128.100 36.050    87.9
128.125 36.050    80.6
128.150 36.050    69.6
128.175 36.050    73.3
128.200 36.050    97.3
128.225 36.050    56.5
128.250 36.050    60.9
128.275 36.050    -8.2
128.300 36.050    98.9
128.325 36.050    32.7
128.350 36.050     2.5
128.375 36.050   -73.8
128.400 36.050     3.6
128.425 36.050   150.3
128.450 36.050    30.5
128.475 36.050    78.5
128.500 36.050   184.8
128.525 36.050   138.1
128.550 36.050    31.2
128.575 36.050   173.6
128.600 36.050   119.8
128.625 36.050   127.9
128.650 36.050    93.3
128.675 36.050  -117.7
128.700 36.050  -177.3
128.725 36.050  -116.5
128.750 36.050   -25.8
128.775 36.050    54.2
128.800 36.050   132.9
128.825 36.050   152.7
128.850 36.050   110.3
128.875 36.050    82.6
128.900 36.050    58.3
128.925 36.050    37.2
128.950 36.050    46.0
128.975 36.050    59.3
129.000 36.050   106.4
129.025 36.050    69.9
129.050 36.050    64.6
129.075 36.050    31.6
129.100 36.050   -38.2
129.125 36.050   -50.9
129.150 36.050   110.0
129.175 36.050   195.1
129.200 36.050   181.1
129.225 36.050   185.5
129.250 36.050   -46.0
129.275 36.050   -96.4
129.300 36.050  -140.4
129.325 36.050  -140.7
129.350 36.050  -159.6
129.375 36.050  -175.4
129.400 36.050  -211.3
129.525 36.050   -36.2
129.550 36.050  -351.6
129.575 36.050  -132.6
125.975 36.075   -12.0
126.000 36.075   122.7
126.025 36.075   -15.5
126.050 36.075   -52.3
126.075 36.075   -62.6
126.100 36.075   -69.8
126.125 36.075   -66.6
126.150 36.075   -60.8
126.175 36.075   -79.8
126.200 36.075   -56.6
126.225 36.075   -71.0
126.250 36.075  -173.6
126.275 36.075  -200.7
126.300 36.075  -167.6
126.325 36.075  -151.8
126.350 36.075  -117.6
126.375 36.075   -69.2
126.400 36.075    -0.3
126.425 36.075   114.3
126.450 36.075   -79.9
126.475 36.075   -73.2
126.500 36.075   -65.2
126.525 36.075  -100.2
126.550 36.075  -130.3
126.575 36.075   -21.6
126.600 36.075   365.3
126.625 36.075  -150.4
126.650 36.075  -104.3
126.675 36.075  -101.6
126.700 36.075   -58.1
126.725 36.075  -102.5
126.750 36.075  -104.6
126.775 36.075  -105.9
126.800 36.075  -100.3
126.825 36.075  -100.0
126.850 36.075  -103.1
126.875 36.075  -108.6
126.900 36.075  -125.1
126.925 36.075  -127.1
126.950 36.075   -28.7
126.975 36.075    56.5
127.000 36.075    95.1
127.025 36.075    47.4
127.050 36.075    54.6
127.075 36.075   -54.3
127.100 36.075   -69.5
127.125 36.075   -82.1
127.150 36.075   -83.7
127.175 36.075   -69.6
127.200 36.075    15.0
127.225 36.075   -19.3
127.250 36.075   -48.7
127.275 36.075   -20.1
127.300 36.075    43.2
127.325 36.075    -6.8
127.350 36.075    -9.4
127.375 36.075    -7.1
127.400 36.075   -17.2
127.425 36.075   -57.7
127.450 36.075   -89.2
127.475 36.075   -90.1
127.500 36.075   -81.9
127.525 36.075   -27.3
127.550 36.075   -55.1
127.575 36.075   -53.2
127.600 36.075   -27.7
127.625 36.075   -39.2
127.650 36.075   -53.1
127.675 36.075   -68.2
127.700 36.075   -80.4
127.725 36.075  -110.3
127.750 36.075  -133.1
127.775 36.075   -69.4
127.800 36.075  -103.8
127.825 36.075  -112.9
127.850 36.075  -108.9
127.875 36.075   -15.6
127.900 36.075   -80.0
127.925 36.075   -64.0
127.950 36.075   -55.3
127.975 36.075   -59.4
128.000 36.075   -47.3
128.025 36.075   -46.9
128.050 36.075   -27.7
128.075 36.075    -4.3
128.100 36.075    86.3
128.125 36.075   162.8
128.150 36.075   135.1
128.175 36.075   111.5
128.200 36.075    95.2
128.225 36.075    66.8
128.250 36.075   -40.1
128.275 36.075  -286.1
128.300 36.075   452.1
128.325 36.075   -41.7
128.350 36.075   -22.8
128.375 36.075   -30.1
128.400 36.075   -44.1
128.425 36.075  -154.6
128.450 36.075   -59.2
128.475 36.075  -408.5
128.500 36.075  -200.7
128.525 36.075   -21.9
128.550 36.075     8.3
128.575 36.075   -56.0
128.600 36.075   -44.2
128.625 36.075   -57.5
128.650 36.075   -62.9
128.675 36.075    -4.6
128.700 36.075    41.4
128.725 36.075    76.9
128.750 36.075   120.5
128.775 36.075   236.5
128.800 36.075   435.8
128.825 36.075   439.0
128.850 36.075   298.7
128.875 36.075   176.6
128.900 36.075   124.3
128.925 36.075    99.1
128.950 36.075   107.9
128.975 36.075   205.6
129.000 36.075   199.6
129.025 36.075   142.2
129.050 36.075   130.6
129.075 36.075   104.6
129.100 36.075    61.0
129.125 36.075    55.3
129.150 36.075    86.0
129.175 36.075   194.2
129.200 36.075   198.1
129.225 36.075   157.7
129.250 36.075   -88.1
129.275 36.075   -68.8
129.300 36.075   -55.9
129.325 36.075   -73.8
129.350 36.075   -75.1
129.375 36.075  -104.8
129.400 36.075  -155.3
129.425 36.075  -215.2
125.975 36.100    12.5
126.000 36.100    97.6
126.025 36.100   -24.5
126.050 36.100   -39.6
126.075 36.100   -26.1
126.100 36.100   -52.1
126.125 36.100   -39.6
126.150 36.100     4.8
126.175 36.100   -12.5
126.200 36.100   -25.4
126.225 36.100   -59.7
126.250 36.100   -70.6
126.275 36.100   -96.3
126.300 36.100  -102.9
126.325 36.100   -87.8
126.350 36.100   -67.6
126.375 36.100   -66.8
126.400 36.100   -78.4
126.425 36.100  -254.7
126.450 36.100  -118.8
126.475 36.100   -73.5
126.500 36.100   -73.3
126.525 36.100   -96.9
126.550 36.100  -116.1
126.575 36.100  -155.7
126.600 36.100  -131.9
126.625 36.100   -83.1
126.650 36.100   -90.9
126.675 36.100   -74.1
126.700 36.100   -76.8
126.725 36.100   -81.5
126.750 36.100   -88.0
126.775 36.100   -92.6
126.800 36.100   -98.5
126.825 36.100   -99.9
126.850 36.100  -105.5
126.875 36.100  -109.8
126.900 36.100  -115.8
126.925 36.100  -139.7
126.950 36.100   -88.9
126.975 36.100   -17.9
127.000 36.100    58.7
127.025 36.100    50.3
127.050 36.100    69.8
127.075 36.100    52.0
127.100 36.100   -11.6
127.125 36.100   -35.9
127.150 36.100   -54.9
127.175 36.100   -70.9
127.200 36.100   -67.2
127.225 36.100   -53.8
127.250 36.100   -30.2
127.275 36.100   -18.3
127.300 36.100    26.5
127.325 36.100   -17.3
127.350 36.100    -2.5
127.375 36.100   -24.6
127.400 36.100    -9.3
127.425 36.100   -61.2
127.450 36.100   -81.1
127.475 36.100   -80.4
127.500 36.100   -14.1
127.525 36.100    13.6
127.550 36.100   -19.9
127.575 36.100   -27.6
127.600 36.100   -11.0
127.625 36.100   -45.9
127.650 36.100   -14.8
127.675 36.100    -4.9
127.700 36.100     3.8
127.725 36.100   -95.7
127.750 36.100  -139.5
127.775 36.100  -137.2
127.800 36.100   -66.3
127.825 36.100   -73.3
127.850 36.100   -68.5
127.875 36.100   -45.9
127.900 36.100   -21.4
127.925 36.100   -89.8
127.950 36.100   -96.1
127.975 36.100   -45.3
128.000 36.100    -8.6
128.025 36.100   -27.1
128.050 36.100   -29.1
128.075 36.100    -3.9
128.100 36.100   103.3
128.125 36.100   127.8
128.150 36.100   127.4
128.175 36.100   226.7
128.200 36.100   180.7
128.225 36.100   135.1
128.250 36.100    52.0
128.275 36.100   -26.1
128.300 36.100   -83.9
128.325 36.100   -81.3
128.350 36.100   -63.6
128.375 36.100    26.2
128.400 36.100  -112.4
128.425 36.100   197.2
128.450 36.100  -165.4
128.475 36.100  -214.0
128.500 36.100  -250.1
128.525 36.100  -162.5
128.550 36.100   -41.1
128.575 36.100     2.1
128.600 36.100     8.3
128.625 36.100    53.5
128.650 36.100    46.4
128.675 36.100    72.6
128.700 36.100    68.8
128.725 36.100    64.4
128.750 36.100   119.3
128.775 36.100   252.0
128.800 36.100    83.8
128.825 36.100   151.0
128.850 36.100   323.1
128.875 36.100   300.0
128.900 36.100   226.8
128.925 36.100   195.7
128.950 36.100   247.6
128.975 36.100   367.1
129.000 36.100   273.3
129.025 36.100   293.0
129.050 36.100   214.0
129.075 36.100   162.9
129.100 36.100   117.9
129.125 36.100   123.4
129.150 36.100    92.2
129.175 36.100   162.6
129.200 36.100   100.3
129.225 36.100    83.6
129.250 36.100   -49.8
129.275 36.100   -84.2
129.300 36.100   -91.7
129.325 36.100     6.9
129.350 36.100   -20.8
129.375 36.100   -26.5
129.400 36.100   -84.1
129.425 36.100  -160.3
125.975 36.125    -0.7
126.000 36.125    22.2
126.025 36.125    38.3
126.050 36.125    23.0
126.075 36.125     5.6
126.100 36.125   -24.4
126.125 36.125   -65.2
126.150 36.125   -25.4
126.175 36.125    -7.9
126.200 36.125    57.4
126.225 36.125   -15.5
126.250 36.125   -63.1
126.275 36.125   -66.6
126.300 36.125   -82.8
126.325 36.125   -84.7
126.350 36.125   -76.2
126.375 36.125   -68.6
126.400 36.125   -63.1
126.425 36.125   -52.3
126.450 36.125   -64.7
126.475 36.125   -72.4
126.500 36.125   -68.2
126.525 36.125   -85.8
126.550 36.125   -72.4
126.575 36.125  -136.9
126.600 36.125   -60.5
126.625 36.125   -42.3
126.650 36.125   -58.2
126.675 36.125   -64.6
126.700 36.125   -74.7
126.725 36.125   -90.1
126.750 36.125  -105.1
126.775 36.125  -107.1
126.800 36.125  -108.6
126.825 36.125  -111.1
126.850 36.125  -112.5
126.875 36.125  -115.4
126.900 36.125  -124.2
126.925 36.125  -135.1
126.950 36.125  -119.5
126.975 36.125   -65.5
127.000 36.125    19.2
127.025 36.125    52.4
127.050 36.125    25.5
127.075 36.125    80.2
127.100 36.125   134.6
127.125 36.125    64.1
127.150 36.125    -5.5
127.175 36.125   -35.9
127.200 36.125   -55.4
127.225 36.125   -95.1
127.250 36.125   -94.8
127.275 36.125   -74.0
127.300 36.125    51.4
127.325 36.125   -14.7
127.350 36.125   -69.8
127.375 36.125   -21.4
127.400 36.125     7.2
127.425 36.125   -24.2
127.450 36.125   -25.3
127.475 36.125   -17.5
127.500 36.125    39.5
127.525 36.125    94.8
127.550 36.125    72.7
127.575 36.125    48.9
127.600 36.125   -10.1
127.625 36.125   -65.3
127.650 36.125   -89.0
127.675 36.125   -64.3
127.700 36.125   -17.7
127.725 36.125   -73.9
127.750 36.125  -139.2
127.775 36.125   -65.0
127.800 36.125  -102.4
127.825 36.125   -73.6
127.850 36.125   -49.4
127.875 36.125   -39.9
127.900 36.125   -22.4
127.925 36.125   -87.0
127.950 36.125  -110.3
127.975 36.125  -121.3
128.000 36.125   -53.1
128.025 36.125    -6.6
128.050 36.125    10.6
128.075 36.125   -23.7
128.100 36.125   -24.8
128.125 36.125   110.5
128.150 36.125   187.2
128.175 36.125   191.0
128.200 36.125   146.3
128.225 36.125   165.0
128.250 36.125   137.8
128.275 36.125   -17.5
128.300 36.125   -29.5
128.325 36.125   -94.3
128.350 36.125   -55.2
128.375 36.125   -73.2
128.400 36.125  -134.4
128.425 36.125  -183.8
128.450 36.125  -163.5
128.475 36.125  -150.2
128.500 36.125  -146.1
128.525 36.125  -121.9
128.550 36.125   -48.0
128.575 36.125    10.6
128.600 36.125    39.7
128.625 36.125    49.4
128.650 36.125    38.3
128.675 36.125    24.3
128.700 36.125    12.7
128.725 36.125    -3.9
128.750 36.125   209.2
128.775 36.125    95.8
128.800 36.125   113.3
128.825 36.125    73.3
